TransectID,QuadratID,SpeciesID,PerCover
83,332,138,15
84,333,11,5
84,333,25,1
84,333,27,5
84,333,91,50
84,333,120,40
84,333,135,10
84,333,138,10
84,334,25,10
84,334,27,10
84,334,91,2
84,334,113,5
84,334,120,20
84,334,135,20
84,334,138,10
84,335,25,25
84,335,71,5
84,335,91,35
84,335,113,15
84,335,120,10
84,335,135,5
84,335,142,10
84,335,90,15
84,336,25,15
84,336,163,5
84,336,71,5
84,336,91,20
84,336,113,1
84,336,120,30
84,336,135,30
84,336,49,1
84,336,90,5
85,337,135,10
85,337,140,80
85,338,135,15
85,338,140,90
85,339,140,95
85,340,27,1
85,340,71,5
85,340,140,90
86,341,7,10
86,341,71,5
86,341,109,10
86,341,113,15
86,341,139,70
86,342,91,30
86,342,113,2
86,342,135,10
86,342,139,40
86,343,91,1
86,343,113,15
86,343,135,20
86,343,139,50
86,344,114,10
86,344,140,80
87,345,65,5
87,345,113,60
87,346,65,5
87,346,113,50
87,347,65,5
87,347,113,70
87,348,65,5
87,348,113,40
88,349,65,5
88,349,113,80
88,350,65,10
88,350,113,75
88,351,65,15
88,351,113,70
88,352,65,5
88,352,113,90
89,33,10,5
89,33,27,10
89,33,86,20
89,33,88,100
89,354,59,5
89,354,86,1
89,354,88,80
89,354,124,5
89,355,86,1
89,355,88,100
89,356,76,10
89,356,86,10
89,356,88,70
90,357,18,10
90,357,75,5
90,357,91,30
90,357,96,30
90,357,107,10
90,357,49,1
90,358,25,10
90,358,75,60
90,358,96,50
90,358,108,10
90,359,25,10
90,359,75,15
90,359,96,50
90,359,108,20
90,359,120,5
90,360,25,5
90,360,75,5
90,360,96,50
90,360,108,40
91,361,6,20
91,361,21,40
91,361,25,10
91,361,164,5
91,361,91,30
91,361,96,10
91,361,107,50
91,361,120,10
91,361,121,20
91,361,124,5
91,362,25,15
91,362,27,5
91,362,89,5
91,362,91,60
91,362,107,30
91,363,6,25
91,363,21,40
91,363,25,25
91,363,91,40
91,363,107,90
91,363,135,5
91,364,6,15
91,364,91,60
91,364,107,40
92,365,6,30
92,365,25,5
92,365,27,10
92,365,89,10
92,365,91,30
92,365,120,30
92,365,124,10
92,365,127,1
92,365,138,5
92,365,52,30
92,366,6,15
92,366,7,3
92,366,25,10
92,366,27,5
92,366,91,60
92,366,124,15
92,366,135,5
92,366,52,20
92,367,6,20
92,367,7,10
92,367,10,3
92,367,27,15
92,367,89,10
92,367,91,20
92,367,124,5
92,367,135,1
92,367,49,1
92,367,52,20
92,368,6,5
92,368,7,5
92,368,27,10
92,368,89,1
92,368,91,40
92,368,117,5
92,368,124,15
92,368,127,15
92,368,52,5
93,369,113,40
93,369,128,45
93,369,139,40
93,370,128,80
93,370,139,80
93,371,26,1
93,371,66,5
93,371,113,50
93,371,139,40
93,372,66,10
93,372,168,20
93,372,113,50
93,372,139,40
94,373,168,20
94,373,113,50
94,373,135,5
94,373,139,40
94,374,168,20
94,374,13,40
94,374,139,40
94,375,168,15
94,375,113,30
94,375,140,70
94,376,168,10
94,376,113,70
94,376,140,30
95,377,26,40
95,377,66,70
95,377,113,30
95,377,143,1
95,378,26,60
95,378,66,50
95,378,113,30
95,378,143,2
95,379,26,20
95,379,48,30
95,379,66,30
95,379,113,60
95,380,26,40
95,380,66,80
95,380,113,15
95,380,143,10
96,381,26,40
96,381,66,30
96,381,113,10
96,381,143,2
96,382,26,90
96,382,48,5
96,382,66,35
96,382,113,5
96,382,143,15
96,383,26,95
96,383,66,10
96,383,113,10
96,383,129,20
96,383,143,10
96,384,26,60
96,384,143,1
97,385,20,30
97,385,96,25
97,385,123,15
97,385,124,1
97,385,158,35
97,386,20,40
97,386,96,25
97,386,158,30
97,387,12,5
97,387,20,50
97,387,96,20
97,387,158,20
97,387,49,1
97,388,20,35
97,388,56,5
97,388,96,20
97,388,158,40
97,388,135,5
98,389,14,1
98,389,20,90
98,389,68,5
98,389,96,15
98,389,124,1
98,389,49,1
98,390,12,1
98,390,20,25
98,390,56,5
98,390,68,5
98,390,73,1
98,390,96,30
98,390,104,1
98,390,158,35
98,390,148,3
98,390,49,1
98,391,14,2
98,391,20,35
98,391,63,10
98,391,96,45
98,391,120,20
98,391,158,10
98,392,14,5
98,392,20,90
98,392,96,35
98,392,49,1
99,393,24,50
99,393,27,5
99,393,71,2
99,393,91,40
99,393,96,20
99,393,112,5
99,393,124,15
99,393,145,5
99,394,24,40
99,394,71,5
99,394,166,2
99,394,91,60
99,394,96,20
99,394,109,15
99,395,14,10
99,395,24,80
99,395,71,10
99,395,91,10
99,395,112,10
99,395,124,20
99,395,135,5
99,395,138,5
99,395,90,15
99,396,24,30
99,396,91,70
99,396,96,10
99,396,90,20
100,397,24,25
100,397,91,30
100,397,93,10
100,397,96,30
100,397,113,1
100,397,120,5
100,397,135,15
100,397,16,20
100,397,90,20
100,397,24,50
100,397,27,5
100,397,71,2
100,397,91,40
100,397,96,20
100,397,112,5
100,397,124,15
100,397,145,5
100,398,24,90
100,398,91,15
100,398,96,10
100,398,90,15
100,398,24,40
100,398,71,5
100,398,66,2
100,398,91,60
100,398,96,20
100,398,109,15
100,399,24,25
100,399,91,25
100,399,113,5
100,399,135,1
100,399,138,5
100,399,90,15
100,399,14,10
100,399,24,80
100,399,71,10
100,399,91,10
100,399,112,10
100,399,124,20
100,399,135,5
100,399,138,5
100,399,90,15
100,400,24,70
100,400,27,5
100,400,91,30
100,400,96,10
100,400,24,30
100,400,91,70
100,400,96,10
100,400,90,20
101,401,65,20
101,401,66,20
101,401,138,95
101,402,65,20
101,402,66,40
101,402,138,80
101,403,26,20
101,403,65,5
101,403,66,10
101,403,129,5
101,403,138,60
101,404,26,10
101,404,65,10
101,404,66,20
101,404,138,50
102,405,26,5
102,405,65,10
102,405,138,90
102,406,65,10
102,406,66,10
102,406,138,70
102,407,26,10
102,407,65,2
102,407,66,15
102,407,138,60
102,408,65,10
102,408,66,80
102,408,138,40
103,409,26,100
103,409,48,5
103,409,129,30
103,410,26,100
103,410,48,5
103,411,26,100
103,411,48,100
103,411,129,5
103,412,26,100
103,412,48,100
103,412,129,5
104,413,26,20
104,413,48,10
104,413,129,20
104,414,26,100
104,415,26,100
104,415,129,10
104,416,26,100
104,416,48,30
104,416,129,5
105,417,12,5
105,417,20,80
105,417,27,30
105,417,96,10
105,417,124,35
105,418,20,40
105,418,27,10
105,418,29,15
105,418,96,50
105,418,104,8
105,418,120,5
105,418,16,5
105,419,20,90
105,419,96,10
105,419,104,2
105,420,20,40
105,420,88,10
105,420,96,40
105,420,104,5
105,420,16,2
106,421,5,50
106,421,18,20
106,421,27,5
106,421,37,7
106,421,32,10
106,421,57,5
106,421,124,20
106,421,141,30
106,421,146,2
106,422,5,35
106,422,18,10
106,422,27,20
106,422,39,15
106,422,32,15
106,422,56,10
106,422,87,10
106,422,96,15
106,422,108,5
106,422,124,10
106,423,5,50
106,423,18,20
106,423,27,40
106,423,34,5
106,423,56,20
106,423,74,5
106,423,75,10
106,423,96,15
106,423,118,10
106,424,5,50
106,424,12,20
106,424,18,15
106,424,27,15
106,424,39,10
106,424,75,10
106,424,124,25
106,424,16,2
107,425,27,5
107,425,91,100
107,425,139,10
107,425,142,2
107,425,90,2
107,426,27,5
107,426,91,100
107,427,24,15
107,427,27,5
107,427,91,100
107,427,112,20
107,427,113,15
107,427,114,20
107,427,139,15
107,428,24,5
107,428,91,100
107,428,113,25
107,428,114,20
108,429,91,90
108,429,142,40
108,429,90,15
108,430,27,5
108,430,91,100
108,430,90,5
108,431,20,15
108,431,27,25
108,431,91,90
108,431,142,5
108,431,90,10
108,432,7,10
108,432,27,20
108,432,91,100
109,433,26,5
109,433,65,40
109,433,113,35
109,433,140,25
109,434,24,10
109,434,65,10
109,434,112,15
109,434,113,10
109,434,114,20
109,434,140,35
109,435,65,60
109,435,113,60
109,435,114,5
109,435,138,5
109,436,65,40
109,436,113,40
109,436,114,10
109,436,138,10
109,436,139,30
110,437,65,70
110,437,114,10
110,437,139,40
110,438,65,40
110,438,113,5
